"","BOROUGH","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","SALE.PRICE"
"18618",2,"2912","3105",2006,2,0,2,"550000"
"18625",2,"2425","2800",1960,2,0,2,"565000"
"18627",2,"1936","1894",1950,2,0,2,"304500"
"18630",2,"1264","1384",1970,2,0,2,"200000"
"18632",2,"2986","2800",1964,2,0,2,"240000"
"18634",2,"1995","2714",1965,2,0,2,"540000"
"18639",2,"1581","2166",1996,2,0,2,"355000"
"18640",2,"3166","2166",1996,2,0,2,"382785"
"18641",2,"3263","2270",1999,2,0,2,"226726"
"18646",2,"1195","1683",1961,2,0,2,"425000"
"18661",2,"2625","1775",1951,2,0,2,"459000"
"18662",2,"5258","2821",1951,2,0,2,"545000"
"18663",2,"2758","3105",1957,2,0,2,"645000"
"18665",2,"2758","3105",1957,2,0,2,"232750"
"18666",2,"2323","1734",1965,2,0,2,"499000"
"18668",2,"1877","1831",1955,2,0,2,"425000"
"18669",2,"2185","2940",1955,2,0,2,"599000"
"18670",2,"2185","2940",1955,2,0,2,"375000"
"18677",2,"1868","1900",1955,2,0,2,"630000"
"18678",2,"1868","1900",1955,2,0,2,"300000"
"18679",2,"1916","2000",1955,2,0,2,"209000"
"18683",2,"1924","2700",1950,2,0,2,"550000"
"18684",2,"2375","2700",1950,2,0,2,"660000"
"18685",2,"2375","2700",1950,2,0,2,"408000"
"18688",2,"3325","2290",2015,2,0,2,"789000"
"18689",2,"3325","2290",2015,2,0,2,"789143"
"18701",2,"2624","2760",2008,3,0,3,"310000"
"18702",2,"3284","3219",1901,3,0,3,"608940"
"18703",2,"2375","2628",1899,3,0,3,"447000"
"18706",2,"2216","3420",1988,3,0,3,"660000"
"18713",2,"5795","3510",1920,3,0,3,"375000"
"18715",2,"2985","3654",1989,3,0,3,"280500"
"18717",2,"3225","2968",1975,3,0,3,"540000"
"18721",2,"2984","3231",2006,3,0,3,"710000"
"18722",2,"2685","2961",1930,3,0,3,"360000"
"18725",2,"4125","3178",1989,3,0,3,"675000"
"18727",2,"4174","3232",1977,3,0,3,"675000"
"18730",2,"2771","2950",1973,3,0,3,"605000"
"18731",2,"3532","2475",1935,3,0,3,"605000"
"18732",2,"3555","2920",1970,3,0,3,"620000"
"18740",2,"2375","3232",1960,3,0,3,"555000"
"18744",2,"2752","2466",2001,3,0,3,"647500"
"18746",2,"2981","3300",2000,3,0,3,"415000"
"18757",2,"2375","0",0,0,0,0,"98000"
"18775",2,"32256","3224",1976,0,1,1,"4750000"
"18785",2,"15117","15117",1962,0,1,1,"2250000"
"18811",2,"1981","1668",1920,1,0,1,"425000"
"18812",2,"1738","1668",1920,1,0,1,"361000"
"18813",2,"2641","1606",1930,1,0,1,"440000"
"18814",2,"2156","1622",1930,1,0,1,"420000"
"18815",2,"1968","2754",1910,1,0,1,"392500"
"18817",2,"3197","2568",1910,1,0,1,"269000"
"18818",2,"2276","1958",1910,1,0,1,"380000"
"18819",2,"1975","1950",1910,1,0,1,"413400"
"18825",2,"1892","2022",1915,1,0,1,"540000"
"18827",2,"1658","1408",1901,1,0,1,"250000"
"18830",2,"2375","1320",1910,1,0,1,"344500"
"18838",2,"1682","2369",1920,2,0,2,"485000"
"18840",2,"2692","2060",1910,2,0,2,"245000"
"18841",2,"2499","2827",1901,2,0,2,"360000"
"18843",2,"3125","3503",1901,2,0,2,"580000"
"18846",2,"1882","2556",1901,2,0,2,"625000"
"18847",2,"1835","2500",1901,2,0,2,"400000"
"18848",2,"2242","1440",1920,2,0,2,"800000"
"18850",2,"942","2622",1931,2,1,3,"320000"
"18855",2,"2894","2292",1899,2,0,2,"670000"
"18856",2,"2894","3198",1910,2,0,2,"670000"
"18857",2,"4156","2929",1910,2,0,2,"995000"
"18859",2,"731","1440",1899,2,0,2,"330000"
"18865",2,"2178","3288",1920,2,0,2,"550000"
"18866",2,"2352","3500",1920,2,0,2,"530000"
"18871",2,"2117","1296",1901,2,0,2,"575000"
"18872",2,"1855","2092",1901,2,0,2,"358000"
"18875",2,"1475","4200",1910,2,0,2,"485000"
"18878",2,"1858","1364",1901,2,0,2,"358000"
"18884",2,"2835","2313",1925,3,0,3,"480000"
"18889",2,"1792","2523",1915,3,0,3,"25000"
"18891",2,"3167","2264",1920,3,0,3,"800000"
"18892",2,"2569","3780",1901,3,0,3,"500000"
"18900",2,"2167","2772",1930,3,0,3,"600000"
"18905",2,"2613","3371",1920,3,0,3,"680000"
"18908",2,"4187","0",0,0,0,0,"2650000"
"18911",2,"45436","0",0,0,0,0,"2500000"
"18913",2,"6867","0",0,0,0,0,"2358000"
"18915",2,"2576","0",0,0,0,0,"25000"
"18929",2,"2375","7000",1926,8,0,8,"950000"
"18933",2,"5871","23250",1923,26,0,26,"4500000"
"19009",2,"2433","0",0,0,0,0,"504033"
"19013",2,"29275","79275",1929,0,1,1,"7375000"
"19026",2,"2437","3432",1901,2,0,2,"550000"
"19033",2,"1238","1548",1925,2,0,2,"300000"
"19037",2,"1717","1404",1920,2,0,2,"435000"
"19039",2,"2375","2380",1925,2,0,2,"440000"
"19042",2,"1725","3450",2000,2,0,2,"435000"
"19048",2,"1491","3077",2005,3,0,3,"500000"
"19053",2,"1466","2209",2005,3,0,3,"615000"
"19054",2,"2154","2321",1901,3,0,3,"270375"
"19056",2,"2369","3925",1925,3,0,3,"486000"
"19070",2,"3342","17862",1911,20,4,24,"5085000"
"19077",2,"6556","13520",2004,16,0,16,"26500000"
"19081",2,"7284","32560",1913,34,0,34,"5173000"
"19086",2,"2977","14224",1910,20,0,20,"3340000"
"19100",2,"7118","7501",2000,0,1,1,"2400000"
"19102",2,"2694","0",0,0,0,0,"250000"
"19118",2,"1767","1101",1940,1,0,1,"295000"
"19121",2,"2724","990",1930,1,0,1,"279000"
"19129",2,"2458","1496",1920,1,0,1,"459820"
"19131",2,"4777","997",1920,1,0,1,"360000"
"19142",2,"2945","2018",1950,1,0,1,"340000"
"19143",2,"1875","1860",1945,1,0,1,"400000"
"19150",2,"1792","1433",1960,1,0,1,"500"
"19156",2,"6354","2178",1920,1,0,1,"527500"
"19158",2,"1453","2994",1931,1,1,2,"500000"
"19160",2,"1568","1392",1945,1,0,1,"270000"
"19162",2,"3125","1056",1925,1,0,1,"260000"
"19169",2,"2592","1728",1955,1,0,1,"280000"
"19171",2,"1892","1420",1955,1,0,1,"355000"
"19176",2,"6292","1094",1945,1,0,1,"385000"
"19177",2,"1944","1224",1945,1,0,1,"375000"
"19182",2,"1615","928",1950,1,0,1,"330000"
"19184",2,"2836","1296",1935,1,0,1,"360000"
"19198",2,"6463","2140",1930,2,0,2,"910000"
"19199",2,"2571","2520",1960,2,0,2,"435000"
"19205",2,"1624","3240",1931,2,1,3,"390000"
"19223",2,"2142","1375",1950,2,0,2,"429000"
"19224",2,"3425","1375",1950,2,0,2,"485000"
"19228",2,"2127","2036",1935,2,0,2,"355000"
"19229",2,"2127","1710",1920,2,0,2,"300000"
"19230",2,"2127","2780",1930,2,0,2,"426400"
"19233",2,"3713","1992",1930,2,0,2,"690000"
"19234",2,"4526","2022",1925,2,0,2,"495000"
"19236",2,"1433","2061",2006,2,0,2,"550000"
"19242",2,"3325","1892",1940,2,0,2,"605000"
"19245",2,"2175","2800",1965,2,0,2,"430000"
"19248",2,"1967","2375",1950,2,0,2,"635000"
"19249",2,"1967","2375",1950,2,0,2,"415000"
"19250",2,"1967","2375",1950,2,0,2,"421000"
"19252",2,"1748","2650",1950,2,0,2,"375000"
"19253",2,"1748","2650",1950,2,0,2,"225000"
"19255",2,"2856","2898",2016,2,0,2,"745000"
"19259",2,"5896","1778",1920,2,0,2,"500000"
"19261",2,"3438","2178",2015,2,0,2,"712775"
"19273",2,"1992","1862",1955,2,0,2,"520000"
"19274",2,"1992","1862",1955,2,0,2,"388000"
"19275",2,"2225","1752",1950,2,0,2,"517000"
"19277",2,"4184","1680",1910,2,0,2,"430000"
"19279",2,"2375","2620",1920,2,0,2,"530000"
"19280",2,"2375","2068",1915,2,0,2,"330000"
"19282",2,"4385","1560",1945,2,0,2,"625000"
"19287",2,"1425","1672",1950,2,0,2,"550000"
"19304",2,"3421","2344",1930,3,0,3,"242100"
"19317",2,"2784","3182",2002,3,0,3,"625000"
"19319",2,"2375","3440",1910,3,0,3,"650000"
"19324",2,"291","0",0,0,0,0,"3500"
"19325",2,"3425","0",0,0,0,0,"500000"
"19331",2,"2375","0",0,0,0,0,"65000"
"19347",2,"3625","3618",1931,4,0,4,"605000"
"19351",2,"2525","5400",1930,4,0,4,"700000"
"19434",2,"81885","486162",1934,0,1,1,"25000000"
"19437",2,"1943","1594",1965,1,0,1,"327500"
"19439",2,"1949","1594",1965,1,0,1,"283000"
"19441",2,"3358","1980",1965,1,0,1,"306500"
"19442",2,"1949","1594",1960,1,0,1,"419000"
"19445",2,"2758","1538",1960,1,0,1,"355000"
"19450",2,"3742","1344",1940,1,0,1,"459000"
"19452",2,"3996","1444",1935,1,0,1,"400000"
"19456",2,"2575","1376",1930,1,0,1,"480000"
"19457",2,"2575","1916",1925,1,0,1,"480000"
"19462",2,"2927","2400",1925,1,0,1,"475000"
"19463",2,"3425","1620",1910,1,0,1,"476000"
"19467",2,"1751","1088",1950,1,0,1,"365000"
"19468",2,"1794","1585",1955,1,0,1,"275000"
"19472",2,"2575","1712",1920,1,0,1,"390000"
"19473",2,"2522","1902",2000,2,0,2,"471594"
"19474",2,"3981","2712",2002,2,0,2,"500"
"19475",2,"3987","1902",2001,2,0,2,"510000"
"19476",2,"2325","1902",2000,2,0,2,"580000"
"19492",2,"2237","2314",1965,2,0,2,"570000"
"19493",2,"2712","3316",2000,2,0,2,"544763"
"19494",2,"2968","2073",1965,2,0,2,"440000"
"19495",2,"6387","1672",1950,2,0,2,"565000"
"19497",2,"2538","2790",2003,2,0,2,"645000"
"19505",2,"2417","1730",1935,2,0,2,"260000"
"19506",2,"2842","2810",1960,2,0,2,"630000"
"19507",2,"2842","2810",1960,2,0,2,"351100"
"19509",2,"3893","2680",1988,2,0,2,"500000"
"19517",2,"7725","2728",1950,2,0,2,"700000"
"19519",2,"4283","1980",1920,2,0,2,"700000"
"19520",2,"4283","1980",1920,2,0,2,"362000"
"19525",2,"2575","1780",1920,2,0,2,"535000"
"19528",2,"2575","2900",1920,2,0,2,"590000"
"19532",2,"2351","1504",2005,2,0,2,"515000"
"19534",2,"2575","1770",1965,2,0,2,"250000"
"19535",2,"2314","2434",1910,2,0,2,"440000"
"19536",2,"2338","2434",1910,2,0,2,"375000"
"19537",2,"2146","2760",1960,2,0,2,"550000"
"19538",2,"2559","2238",1920,2,0,2,"570000"
"19542",2,"2733","2310",1930,2,0,2,"480000"
"19548",2,"1785","3285",1930,2,0,2,"539000"
"19549",2,"3399","2750",1940,2,0,2,"660000"
"19552",2,"2575","2160",1925,2,0,2,"535000"
"19553",2,"2575","2392",1925,2,0,2,"600000"
"19555",2,"4878","1959",1901,2,0,2,"419657"
"19556",2,"4878","1959",1901,2,0,2,"419657"
"19558",2,"2629","5104",1905,2,1,3,"700000"
"19560",2,"2549","2248",1901,2,0,2,"655000"
"19563",2,"2549","2320",1930,2,0,2,"500000"
"19565",2,"4129","2112",1930,2,0,2,"540000"
"19567",2,"2635","2400",1930,2,0,2,"425000"
"19568",2,"3153","3120",1965,3,0,3,"599000"
"19569",2,"2167","2650",1970,3,0,3,"460000"
"19572",2,"1744","2968",1965,3,0,3,"425000"
"19573",2,"2693","3600",1930,3,0,3,"585000"
"19574",2,"2588","3600",1930,3,0,3,"498000"
"19575",2,"2588","3600",1930,3,0,3,"346500"
"19576",2,"2588","3600",1930,3,0,3,"655000"
"19580",2,"2918","2415",1915,3,0,3,"650000"
"19585",2,"2575","3219",2008,3,0,3,"746000"
"19586",2,"2575","3213",1940,3,0,3,"560000"
"19587",2,"2575","2700",1930,3,0,3,"655000"
"19593",2,"2673","2469",1901,3,0,3,"300000"
"19594",2,"2549","2710",1930,3,0,3,"600000"
"19599",2,"2575","0",1950,0,0,0,"565000"
"19600",2,"4563","0",1920,0,0,0,"300000"
"19602",2,"2576","5564",2006,7,0,7,"2170000"
"19603",2,"3425","1800",1931,4,0,4,"530000"
"19604",2,"2758","3321",1926,4,0,4,"770000"
"19608",2,"14224","49720",1929,47,0,47,"5887500"
"19610",2,"2575","3403",1927,4,0,4,"525000"
"19611",2,"2549","3360",1927,4,0,4,"320000"
"19612",2,"79118","221208",1978,179,0,179,"34875820"
"19620",2,"33741","33578",1950,0,1,1,"7000000"
"19621",2,"22361","0",0,0,0,0,"5000000"
"19630",2,"2375","1332",1960,1,0,1,"390000"
"19633",2,"4821","2100",1940,1,0,1,"522500"
"19636",2,"2513","1782",1965,1,0,1,"467000"
"19642",2,"2548","780",1940,1,0,1,"275000"
"19655",2,"2163","2100",1932,1,1,2,"340000"
"19657",2,"5225","1040",1925,1,0,1,"500000"
"19662",2,"7722","2840",1930,1,0,1,"925000"
"19666",2,"3613","2215",1999,1,0,1,"695000"
"19672",2,"4867","2016",1925,2,0,2,"730000"
"19673",2,"3395","1358",1925,2,0,2,"625000"
"19674",2,"8281","3725",1920,2,0,2,"500000"
"19675",2,"1714","1602",1960,2,0,2,"419000"
"19703",2,"4913","0",1950,0,0,0,"25000"
"19716",2,"4375","1152",1925,1,0,1,"430000"
"19723",2,"1635","1496",1950,1,0,1,"525000"
"19727",2,"2375","2852",1920,1,0,1,"590000"
"19730",2,"2375","1890",1955,1,0,1,"427500"
"19732",2,"2125","1338",1925,1,0,1,"535000"
"19736",2,"2344","1472",1925,1,0,1,"550000"
"19737",2,"3487","1411",1930,1,0,1,"535000"
"19739",2,"5756","1440",1950,1,0,1,"715000"
"19740",2,"2113","1920",1940,1,0,1,"572000"
"19741",2,"2113","1920",1940,1,0,1,"334000"
"19745",2,"7258","1486",1955,1,0,1,"735000"
"19759",2,"4215","3402",1989,1,0,1,"700000"
"19768",2,"2666","1592",1950,1,0,1,"535000"
"19771",2,"2358","1944",1960,1,0,1,"485000"
"19778",2,"1452","1728",1955,1,0,1,"452400"
"19780",2,"1885","1216",1965,1,0,1,"450000"
"19781",2,"2379","1836",1960,1,0,1,"500000"
"19783",2,"1458","1116",1950,1,0,1,"500"
"19790",2,"2353","1500",1925,1,0,1,"389000"
"19794",2,"1316","1224",1960,1,0,1,"402500"
"19797",2,"1758","1317",1955,1,0,1,"476500"
"19803",2,"3742","1016",1920,1,0,1,"312500"
"19805",2,"2358","1700",1930,1,0,1,"550000"
"19806",2,"2358","825",1930,1,0,1,"300000"
"19807",2,"2668","1422",1920,2,0,2,"450000"
"19808",2,"2375","2070",1960,2,0,2,"690000"
"19810",2,"2375","1937",1915,2,0,2,"575000"
"19812",2,"2338","1824",1915,2,0,2,"442000"
"19813",2,"2217","1572",1955,2,0,2,"520000"
"19817",2,"2113","1920",1940,2,0,2,"453000"
"19818",2,"2113","1920",1940,2,0,2,"453000"
"19820",2,"7167","2000",1935,2,0,2,"550000"
"19822",2,"4561","2192",1960,2,0,2,"650000"
"19823",2,"7597","3600",1960,2,0,2,"690000"
"19835",2,"3742","2000",1965,2,0,2,"660000"
"19840",2,"2878","3393",2002,2,0,2,"780000"
"19841",2,"2871","2800",1960,2,0,2,"735000"
"19843",2,"2392","1785",1970,2,0,2,"533000"
"19850",2,"2997","2016",1955,2,0,2,"210000"
"19851",2,"2916","2016",1955,2,0,2,"545000"
"19855",2,"2372","2324",2002,2,0,2,"765000"
"19857",2,"4752","3165",1950,3,0,3,"850000"
"19859",2,"7325","5481",1996,3,0,3,"925000"
"19863",2,"2929","2800",1960,3,0,3,"445000"
"19880",2,"13948","0",0,0,0,0,"300000"
"19882",2,"2375","0",1950,0,0,0,"750000"
"19885",2,"1319","4950",1923,4,0,4,"998000"
"19889",2,"1761","1152",1989,1,0,1,"285000"
"19903",2,"2112","2028",1901,2,0,2,"490000"
"19915",2,"1815","2391",1930,2,0,2,"490000"
"19934",2,"1858","3094",1931,4,0,4,"415000"
"19942",2,"12342","2880",1920,2,2,4,"2400000"
"19945",2,"12536","12160",1931,0,1,1,"3600000"
"19949",2,"2955","1278",1931,0,1,1,"490000"
"19955",2,"2715","1936",1899,1,0,1,"695000"
"19958",2,"5354","1000",1910,1,0,1,"900000"
"19959",2,"1762","1156",1901,1,0,1,"345000"
"19960",2,"1867","1352",1901,1,0,1,"330000"
"19965",2,"1737","1240",1970,1,0,1,"347000"
"19970",2,"1763","1530",1899,2,0,2,"735000"
"19974",2,"3619","2624",1901,2,0,2,"260000"
"19977",2,"2342","3162",1901,2,0,2,"550000"
"19980",2,"2735","1496",1915,2,0,2,"550000"
"19983",2,"2636","1400",1995,2,0,2,"525000"
"19985",2,"1949","1760",1995,2,0,2,"490000"
"19986",2,"1443","1164",1910,2,0,2,"243000"
"19991",2,"1547","2598",1905,2,0,2,"325000"
"19992",2,"1547","2598",1905,2,0,2,"200000"
"19997",2,"1917","2460",1997,2,0,2,"485000"
"20002",2,"1258","1304",1901,2,0,2,"215000"
"20004",2,"1485","1408",1901,2,0,2,"465750"
"20006",2,"1863","2310",1899,2,0,2,"570000"
"20007",2,"1875","2436",1899,2,0,2,"440000"
"20009",2,"2358","3584",1910,2,0,2,"239026"
"20011",2,"2718","4395",2006,3,0,3,"250000"
"20012",2,"1464","2204",2004,3,0,3,"600000"
"20013",2,"1881","3200",1899,3,0,3,"595000"
"20014",2,"1881","3200",1899,3,0,3,"600000"
"20024",2,"2431","3720",1901,3,0,3,"461100"
"20025",2,"1117","2685",2005,3,0,3,"310000"
"20030",2,"2625","1680",1910,3,0,3,"295074"
"20031",2,"2283","2275",1910,3,0,3,"565000"
"20035",2,"3556","2574",1925,3,0,3,"440000"
"20036",2,"3366","3087",1997,3,0,3,"550000"
"20037",2,"2372","3013",1997,3,0,3,"350000"
"20039",2,"5266","0",0,0,0,0,"950000"
"20040",2,"1672","0",1920,1,0,1,"230000"
"20047",2,"4791","4750",1931,6,0,6,"881000"
"20049",2,"1794","3991",2003,4,0,4,"770000"
"20050",2,"4955","22619",1911,24,2,26,"4040000"
"20065",2,"5461","32932",1912,28,0,28,"71500"
"20092",2,"2965","0",0,0,0,0,"265000"
"20103",2,"18375","6378",1930,1,0,1,"3900000"
"20145",2,"13975","1232",1956,0,1,1,"3100000"
"20148",2,"1949","1464",1901,2,0,2,"410000"
"20150",2,"1375","1526",1901,1,0,1,"274794"
"20157",2,"2969","1536",1901,1,0,1,"975000"
"20158",2,"2969","1536",1901,1,0,1,"600000"
"20160",2,"2573","2232",1901,2,0,2,"275000"
"20161",2,"1658","2084",1901,2,0,2,"263000"
"20164",2,"2638","2696",1901,2,0,2,"410000"
"20165",2,"2597","2088",1901,2,0,2,"530000"
"20166",2,"6411","2796",1901,2,0,2,"999000"
"20167",2,"3373","3507",1901,2,0,2,"690000"
"20170",2,"774","1240",1901,2,0,2,"430000"
"20173",2,"2536","2032",1901,2,0,2,"480000"
"20174",2,"2536","2782",1901,2,0,2,"575000"
"20175",2,"1585","1295",1901,2,0,2,"270000"
"20178",2,"2627","3396",1901,3,0,3,"724826"
"20185",2,"2711","0",0,0,0,0,"550000"
"20188",2,"1742","0",0,0,0,0,"315657"
"20193",2,"3164","12695",1913,12,0,12,"2160000"
"20196",2,"5427","19570",1915,18,4,22,"5600000"
"20199",2,"6272","18885",1921,28,0,28,"4500000"
"20202",2,"2444","10721",1910,11,0,11,"2018000"
"20220",2,"2675","0",0,0,0,0,"305000"
"20229",2,"2557","1409",1930,1,0,1,"330000"
"20234",2,"1942","1776",1899,2,0,2,"429000"
"20236",2,"5175","4024",1901,2,0,2,"420000"
"20237",2,"2442","3027",1925,2,0,2,"670000"
"20242",2,"5327","5395",1920,2,0,2,"275000"
"20244",2,"4566","2586",1910,2,0,2,"475000"
"20262",2,"2513","3447",1910,2,0,2,"550000"
"20267",2,"1565","2610",1910,3,0,3,"232500"
"20273",2,"2297","3030",2005,3,0,3,"505000"
"20274",2,"1232","3000",2006,3,0,3,"529490"
"20275",2,"1772","1550",1920,3,0,3,"601800"
"20276",2,"2715","2944",1905,3,0,3,"360000"
"20279",2,"5114","3955",1920,3,0,3,"325000"
"20280",2,"4478","0",0,0,0,0,"619359"
"20281",2,"5664","0",0,0,0,0,"870000"
"20282",2,"2651","0",0,0,0,0,"325000"
"20284",2,"5756","20625",1924,28,0,28,"4400000"
"20291",2,"7312","26400",1926,38,0,38,"5300000"
"20292",2,"12325","53550",1926,55,1,56,"9200000"
"20296",2,"3325","4400",1930,6,0,6,"560000"
"20303",2,"8495","45938",1927,41,0,41,"6600000"
"20341",2,"12691","21330",1931,0,2,2,"5000000"
"20342",2,"12691","21330",1931,0,2,2,"3500000"
"20343",2,"9977","20000",1930,0,4,4,"927225"
"20345",2,"3156","0",0,0,0,0,"490000"
"20347",2,"3156","0",0,0,0,0,"250000"
"20363",2,"2396","2773",2006,2,0,2,"258000"
"20364",2,"1594","2773",2005,2,0,2,"555000"
"20367",2,"1263","2394",1910,3,0,3,"450000"
"20370",2,"1963","1606",2000,3,0,3,"555000"
"20371",2,"1963","1606",2000,3,0,3,"330000"
"20385",2,"13115","57840",1926,59,2,61,"8700000"
"20410",2,"491293","213776",1971,0,1,1,"7480000"
"20413",2,"25255","17673",1950,0,1,1,"3000000"
"20423",2,"19783","0",0,0,0,0,"3575000"
"20429",2,"1353","1710",1901,1,0,1,"350000"
"20430",2,"3633","2651",1920,1,0,1,"325000"
"20436",2,"3969","3723",1910,1,0,1,"890000"
"20437",2,"3933","2762",1910,1,0,1,"230000"
"20438",2,"2288","1530",1901,1,0,1,"390000"
"20446",2,"1478","2268",1901,2,0,2,"525000"
"20452",2,"1795","2130",2005,2,0,2,"417375"
"20453",2,"3563","2584",2002,2,0,2,"500"
"20457",2,"2733","2352",1901,2,0,2,"304000"
"20490",2,"11236","46655",1922,46,0,46,"8298000"
"20491",2,"6238","21385",1914,24,0,24,"4650000"
"20498",2,"3742","10772",1912,8,0,8,"43000"
"20500",2,"12816","58212",1927,54,0,54,"8450000"
"20501",2,"7575","39150",1927,37,0,37,"5500000"
"20560",2,"4982","800",1899,1,0,1,"410000"
"20561",2,"3315","2446",1910,1,0,1,"590000"
"20562",2,"1875","1490",1920,1,0,1,"330000"
"20564",2,"1849","2053",1925,1,0,1,"400000"
"20570",2,"297","948",1901,1,0,1,"315000"
"20572",2,"2175","247",1899,1,0,1,"75000"
"20574",2,"2415","2310",1930,1,0,1,"485000"
"20576",2,"1684","1360",1930,1,0,1,"548000"
"20577",2,"2673","2292",1920,1,0,1,"600000"
"20578",2,"3137","1920",1940,1,0,1,"675000"
"20584",2,"2492","3574",1935,1,0,1,"537750"
"20586",2,"2531","1144",1930,1,0,1,"630000"
"20596",2,"4493","2808",1940,2,1,3,"995000"
"20604",2,"2519","3927",1935,2,0,2,"640000"
"20606",2,"2718","2000",1905,2,0,2,"585000"
"20614",2,"1692","1899",1942,2,0,2,"570000"
"20615",2,"2448","2457",1937,2,0,2,"225000"
"20616",2,"2458","2080",1920,2,0,2,"485000"
"20617",2,"2565","2860",1960,2,0,2,"815000"
"20619",2,"2611","3319",2002,2,0,2,"720000"
"20620",2,"4473","4200",1930,3,0,3,"460000"
"20644",2,"29396","79630",1923,89,2,91,"20000000"
"20651",2,"19722","43370",2004,63,0,63,"2295000"
"20750",2,"6625","2809",1931,0,3,3,"2000000"
"20769",2,"2958","1984",1899,1,0,1,"250000"
"20770",2,"1898","1920",1901,1,0,1,"540000"
"20771",2,"1718","2232",1901,1,0,1,"435000"
"20772",2,"1718","2232",1901,1,0,1,"555000"
"20776",2,"1327","1312",1899,1,0,1,"262500"
"20781",2,"2493","1964",1899,2,0,2,"549000"
"20787",2,"1761","2442",2006,2,0,2,"395000"
"20791",2,"2542","2576",1930,2,0,2,"335000"
"20794",2,"1995","2142",1899,2,0,2,"266000"
"20797",2,"2181","2468",1905,2,0,2,"550000"
"20799",2,"2733","2838",1899,2,0,2,"470000"
"20800",2,"1334","1312",1899,2,0,2,"419192"
"20801",2,"1955","2024",1901,2,0,2,"570000"
"20802",2,"1342","2048",1899,2,0,2,"260000"
"20803",2,"1342","2048",1899,2,0,2,"220000"
"20813",2,"1839","3181",1901,3,0,3,"730000"
"20816",2,"1875","3375",2006,3,0,3,"700000"
"20817",2,"1875","3375",2006,3,0,3,"700000"
"20819",2,"2368","2880",1899,3,0,3,"685000"
"20821",2,"1135","3396",2006,3,0,3,"400000"
"20827",2,"1848","3354",1920,3,0,3,"680000"
"20832",2,"1848","3204",1920,3,0,3,"645000"
"20846",2,"1655","2394",1899,3,0,3,"490000"
"20848",2,"1244","1984",1901,3,0,3,"510000"
"20856",2,"1717","0",0,0,0,0,"250000"
"20857",2,"2456","0",0,0,0,0,"300000"
"20885",2,"2529","2600",1929,5,0,5,"715000"
"20892",2,"7652","33847",1924,47,1,48,"5650000"
"20901",2,"3658","6048",1926,6,0,6,"750000"
"20905",2,"7554","34970",1937,37,0,37,"5500000"
"20906",2,"28444","122800",1931,81,10,91,"28000000"
"20987",2,"19338","29130",1930,0,1,1,"5700000"
"20989",2,"15598","4250",1931,0,2,2,"2680000"
"20994",2,"17162","28956",1970,0,1,1,"2000000"
"20995",2,"3384","0",0,0,0,0,"6431250"
"21006",2,"13945","0",1931,0,0,0,"3525000"
"21008",2,"9517","0",0,0,0,0,"2976125"
"21014",2,"1593","1300",1925,1,0,1,"339000"
"21015",2,"875","1432",1970,1,0,1,"499000"
"21017",2,"1587","1528",1960,1,0,1,"210000"
"21038",2,"2275","1676",1925,1,1,2,"430000"
"21055",2,"3325","1813",1925,1,0,1,"590000"
"21058",2,"2525","1656",1940,1,0,1,"539500"
"21061",2,"1332","1224",1970,1,0,1,"385219"
"21070",2,"2475","1520",1940,1,0,1,"480000"
"21071",2,"2468","1224",1945,1,0,1,"480000"
"21072",2,"2375","2205",1901,2,0,2,"325000"
"21073",2,"2375","2268",1925,2,0,2,"490000"
"21074",2,"2375","1622",1925,2,0,2,"530000"
"21075",2,"2375","1962",1910,2,0,2,"480000"
"21077",2,"4276","2128",1925,2,0,2,"595000"
"21080",2,"2629","1872",1925,2,0,2,"465000"
"21081",2,"1568","1444",1920,2,0,2,"500"
"21083",2,"2375","1594",1925,2,0,2,"395000"
"21088",2,"2375","2868",1910,2,0,2,"629134"
"21089",2,"2375","2448",1901,2,0,2,"520000"
"21091",2,"2375","2146",1910,2,0,2,"350000"
"21093",2,"2375","2620",1899,2,0,2,"470000"
"21094",2,"2375","1980",1899,2,0,2,"580000"
"21095",2,"2375","1512",1899,2,0,2,"550000"
"21096",2,"2375","1752",1899,2,0,2,"470000"
"21097",2,"2375","2096",1899,2,0,2,"530000"
"21099",2,"2356","2705",1901,2,0,2,"380000"
"21100",2,"2363","2172",1901,2,0,2,"565000"
"21117",2,"1642","1815",1940,2,0,2,"455000"
"21121",2,"1518","1370",1935,2,0,2,"475000"
"21139",2,"2966","3753",2013,2,0,2,"773000"
"21141",2,"2918","2432",1930,2,0,2,"305500"
"21151",2,"1658","1496",1955,2,0,2,"505000"
"21152",2,"1658","1496",1955,2,0,2,"265000"
